id,example,Label
90,"Premise: The cause of the fire was never determined, but a report from the next day stated that it was an accident.
Hypothesis: The cause of the fire was never determined, but it was a deliberate act.",not_entailment
91,"Premise: The purpose of this essay is to explain why no-fault divorce is preferable to fault-based divorce.
Hypothesis: No-fault divorce is always preferable to fault-based divorce.",not_entailment
92,"Premise: I'd better get a job, I suppose. I've been a bad girl.
Hypothesis: She should get a job.",entailment
93,"Premise: In the meantime, the main thrust of his campaign was to persuade the White House to allow him to take a hard line against China.
Hypothesis: President Nixon did not allow the president to take a hard line against China.",not_entailment
94,"Premise: The French, who once occupied the entire region, now control only a narrow strip of the former Spanish Sahara.
Hypothesis: The French have a small area of influence.",entailment
95,"Premise: The hero was at the height of his powers.
Hypothesis: He was at the height of his powers.",entailment
96,"Premise: The Italian island of Capri is famous for its scenic beauty, and its famous ""blue grotto"".
Hypothesis: The ""blue grotto"" is famous for its scenic beauty.",not_entailment
97,"Premise: ""It's time to get out of here,"" he said.
Hypothesis: He wanted to leave the area.",entailment
98,"Premise: She's the only person I know who can make a decision.
Hypothesis: I have a lot of friends who can make decisions.",not_entailment
99,"Premise: The problem is that in many countries, including the United States, political opposition is so dangerous that it is simply not allowed to exist.
Hypothesis: Political opposition is dangerous.",entailment
100,"Premise: It is said that this will be the last full-scale production of the play.
Hypothesis: This will be the last full-scale production of the play.",not_entailment
101,"Premise: The headland is one of the most popular beaches in the Algarve, and is a great place to go for a swim.
Hypothesis: The headland is a very popular beach.",entailment
102,"Premise: A lot of people are saying that the future of the internet is in the hands of the private sector.
Hypothesis: The future of the internet is in the hands of the private sector.",not_entailment
103,"Premise: This should be a case of a first-time offender.
Hypothesis: This is a first-time offender.",not_entailment
104,"Premise: The best way to get through this is to work together.
Hypothesis: We need to work together.",entailment
105,"Premise: The University of Chicago Law School is the first law school in the United States to have a graduate program inImmigration Law.
Hypothesis: The University of Chicago Law School is the first law school in the United States to have a graduate program in Immigration Law.",entailment
106,"Premise: They want to have a big celebration.
Hypothesis: They want to have a big party.",entailment
107,"Premise: The issue of which way to face is often debated.
Hypothesis: The issue of which way to face is debated by some.",entailment
108,"Premise: When he had finished, he took a deep breath and asked, ""And what about the future?""
Hypothesis: He neglected to say whether or not the future is something that is not necessarily related to the past.",not_entailment
109,"Premise: The six-day trip takes you to this magical region, which has its own distinct culture and language.
Hypothesis: The culture and language of the region are unique.",entailment
110,"Premise: During the Second World War, Japan attacked Pearl Harbor, the Philippines, Malaya, Hong Kong, Singapore, and Burma.
Hypothesis: Japan attacked many places during the Second World War.",entailment
111,"Premise: I think that the reasons for the rise in crime are complex.
Hypothesis: The reasons for the rise in crime are not complex.",not_entailment
112,"Premise: It is the tendency of some to make an unjustified leap from the recognition of a significant gap in our knowledge to the belief that there is no gap at all.
Hypothesis: It is not right to jump to the conclusion that there is no gap in our knowledge.",entailment
113,"Premise: We did not find any other natural-language applications that did not require the programmer to learn a large number of rules and exceptions.
Hypothesis: There are natural-language applications that do not require the programmer to learn a large number of rules and exceptions.",not_entailment
114,"Premise: The proposed amendment to the State Constitution would not only prohibit the state from funding religious schools, but also would prohibit the state from giving tax breaks to religious schools.
Hypothesis: The amendment would not prohibit the state from giving tax breaks to religious schools.",not_entailment
115,"Premise: This, of course, is a controversial issue.
Hypothesis: This is a controversial issue.",entailment
116,"Premise: It is difficult to determine whether or not this is the case.
Hypothesis: This is the case.",not_entailment
117,"Premise: The city has an air of early 20th-century Paris.
Hypothesis: The city has an air of early 21st-century Paris.",not_entailment
118,"Premise: For the most part, the most effective and efficient use of the federal budget is to make sure that people get the help they need, and to help them help themselves.
Hypothesis: The government is the only thing that helps people.",not_entailment
119,"Premise: In this passage, the author describes a situation in which a student has been admitted to the hospital.
Hypothesis: The student was admitted to the hospital.",entailment
120,"Premise: It is easy to make the argument that, had it not been for the corruption of the Roman Republic, the Roman Empire would have been a much more effective political entity.
Hypothesis: The Roman Empire would have been a much more effective political entity.",entailment
121,"Premise: In a League of His Own, gushed the New York Times . However, the computer that ranks tennis players by their recent performance in tournaments elevated Andre Agassi, who lost the Wimbledon final, to the top rank, with Sampras third.
Hypothesis: A computer that guesses tennis wins was wrong about Agassi winning Wimbledon.",not_entailment
122,"Premise: It was a day of quiet celebration.
Hypothesis: The celebration was so quiet that the town was deserted.",not_entailment
123,"Premise: And the whole point of the exercise is to force you to think about the costs of not doing it.
Hypothesis: The whole point of the exercise is to force you to think about the costs of doing it.",not_entailment
124,"Premise: For instance, when one hears of a young man who has committed suicide, it is often assumed that he was depressed, but when one hears of a young woman who has committed suicide, it is often assumed that she was a victim of domestic violence.
Hypothesis: Young men are assumed to be depressed when they commit suicide, but young women are assumed to be victims of domestic violence when they commit suicide.",entailment
125,"Premise: I do not believe that the members of the committee have been deliberately misled by the staff.
Hypothesis: The members of the committee have not been deliberately misled by the staff.",not_entailment
126,"Premise: He is a former star of the show ""MTV's Real World"" and a regular on the MTV reality show ""Road Rules"".
Hypothesis: Road Rules is a reality show.",entailment
127,"Premise: (1) By the later of January 1, 2009 or the date on which the unit commences operation, the owner or operator of each affected unit under subpart 2 of part B shall install and operate CEMS, quality assure the data, and keep records and reports in accordance with the regulations issued under paragraph (a)(2) with regard to sulfur dioxide, opacity, and volumetric flow.
Hypothesis: The owner of each unit should install and operate CEMS to affect sulfur dioxide in the air.",entailment
128,"Premise: The two are, in fact, complementary.
Hypothesis: They are complementary.",entailment
129,"Premise: I don't think I could ever get used to that.
Hypothesis: Could I ever get used to that?",entailment
130,"Premise: She is the only one who knows the truth about the reasons for the divorce.
Hypothesis: The truth about the divorce is known only by the narrator.",not_entailment
131,"Premise: We can see that the team is behind the ball.
Hypothesis: The team is not doing very well.",not_entailment
132,"Premise: The main issue is that, with a single exception, there is no credible evidence that the President is a communist.
Hypothesis: There is no credible evidence that the President is a communist.",not_entailment
133,"Premise: ""I can't believe you would leave me alone with that creature!"" ""You know I have to do it. I have to protect you.""
Hypothesis: I have to protect you.",entailment
134,"Premise: This is a rather curious thing, but it is a fact that a vast number of children have been known to develop a curious taste for a particular kind of food.
Hypothesis: Children have a tendency to develop a taste for a particular kind of food.",entailment
135,"Premise: The movie was a disappointment.
Hypothesis: The movie was not what they expected.",not_entailment
136,"Premise: A kind of revenge against the world for its indifference to the human condition.
Hypothesis: The world is not indifferent to the human condition.",not_entailment
137,"Premise: A member of the National Guard who was honorably discharged after serving in Iraq and Afghanistan, was awarded a Purple Heart and the Bronze Star for his service.
Hypothesis: The Purple Heart was awarded for his service in Iraq and Afghanistan.",entailment
138,"Premise: The New York Times published an article on September 13, 2000, entitled ""Airline Safety May Be at Issue in Senate.""
Hypothesis: The New York Times published an article on September 14, 2000, entitled ""Airline Safety May Be at Issue in Senate.""",not_entailment
139,"Premise: I don't think so.
Hypothesis: I would not think so.",entailment
140,"Premise: And, if the patient is having difficulty swallowing, then the doctor may also administer a pill that will help the patient swallow.
Hypothesis: The patient is not having difficulty swallowing.",not_entailment
141,"Premise: The State Department denied a report that it had been infiltrated by a radical Islamic group.
Hypothesis: The State Department is free of radical Islamic infiltration.",not_entailment
142,"Premise: ""But that's not the point,"" I said.
Hypothesis: I am not sure that the point is right.",not_entailment
143,"Premise: The purpose of the book is to show that we can and should take a new look at the old and familiar, and at the way we live.
Hypothesis: The purpose of the book is to show that we can and should take a new look at the old and familiar.",entailment
144,"Premise: The bank robber had the money, but the police had the gun.
Hypothesis: The police had the gun.",entailment
145,"Premise: I was not prepared for the lack of control I would feel when driving a manual transmission.
Hypothesis: Manual transmission is more powerful than automatic transmission",not_entailment
146,"Premise: It is important to take the time to make sure that the government's new rules are well thought out and not simply a knee-jerk reaction to the situation.
Hypothesis: The government should have taken the time to think about the new rules.",entailment
147,"Premise: In the summer of 1998, the BSA was established by the National Rifle Association to provide a national uniform firearms qualification system for young people.
Hypothesis: The BSA was established by the NRA to provide a national uniform firearms qualification system for young people.",entailment
148,"Premise: As the town was once known as Pueblo de los Ingleses (Town of the English), the city's main street is called Calle de los Ingleses (Street of the English).
Hypothesis: The city was once known as Pueblo de los Ingleses.",entailment
149,"Premise: An article in the journal is too true to be good.
Hypothesis: An article in the journal is too good to be true.",not_entailment
150,"Premise: The French word ""toujours"" means ""always"" or ""ever.""
Hypothesis: ""Toujours"" is an important word in French.",not_entailment
151,"Premise: In this context, it is a major, if not the major, economic issue.
Hypothesis: It is a major issue.",entailment
152,"Premise: The writer of the book, who has not been identified, is said to have died in the 17th century.
Hypothesis: The writer of the book died in the 17th century.",not_entailment
153,"Premise: This has led to a number of critical issues, including a rise in crime, the creation of a more dangerous environment for the homeless, and a decline in the quality of life for many of the city's residents.
Hypothesis: The decline in the quality of life for many of the city's residents is a critical issue.",entailment
154,"Premise: When the president leaves office, the Supreme Court will no longer be able to protect the president from the powers of the executive branch.
Hypothesis: The Supreme Court will always protect the president from the powers of the executive branch.",not_entailment
155,"Premise: A comprehensive list of the most important Greek works is given in the following pages.
Hypothesis: A comprehensive list of Greek works is given in the following pages.",entailment
156,"Premise: I believe that the goal of our organization is to provide quality service to our customers.
Hypothesis: The goal of our organization is to provide quality service to our customers.",entailment
157,"Premise: I don't think there's any doubt that this is a tool that can be used for good.
Hypothesis: It is a tool that can be used for good.",entailment
158,"Premise: The problem is that some of the firm's more creative people may be able to sell more creative ideas, but that is not a sufficient reason to hire them.
Hypothesis: Some creative people are very good at selling.",not_entailment
159,"Premise: It's the old story of the bird in the hand.
Hypothesis: The bird in the hand is not worth two in the bush.",not_entailment
160,"Premise: It is a matter of record that during the early years of the Depression, the government deliberately kept the money supply low, to keep prices down and keep the economy from collapsing.
Hypothesis: The government wanted to keep the economy from collapsing.",entailment
161,"Premise: If you're interested in learning more about the language, there are many resources available.
Hypothesis: Some resources are available for learning more about the language.",entailment
162,"Premise: The two-month training course, which is expected to be conducted in several stages, will cover a broad range of security-related topics, including general information security, encryption, access control, and how to build a better working relationship with the corporation's technical information systems group.
Hypothesis: The training takes place every month.",not_entailment
163,"Premise: He is the only person to have written two full-length plays, two full-length novels, and a full-length essay on his life.
Hypothesis: He has written a lot of books.",not_entailment
164,"Premise: The library has a good, but crowded cafe and a small gift shop.
Hypothesis: Visitors to the library can eat at a cafe and buy a souvenir at a gift shop.",entailment
165,"Premise: On the other hand, he said, he thought that she was right.
Hypothesis: He said that she was right, but he thought that she was wrong.",not_entailment
166,"Premise: I have the authority to sign the bill into law.
Hypothesis: The president has the authority to sign the bill into law.",not_entailment
167,"Premise: He's not as bright as he thinks he is.
Hypothesis: He thinks he's very bright.",entailment
168,"Premise: If it were not for the large number of things that go wrong, this would be a good film.
Hypothesis: This film is not a good film.",entailment
169,"Premise: A team of people from different departments were also invited to the meeting.
Hypothesis: The meeting was attended by people from different departments.",entailment
170,"Premise: The health care system is the largest provider of health care in the United States.
Hypothesis: The health care system is not the largest provider of health care in the United States.",not_entailment
171,"Premise: The federal government's programs to assist small businesses in providing health insurance for their employees have been ineffective.
Hypothesis: The programs have been ineffective.",entailment
172,"Premise: She's just a little too much for me.
Hypothesis: She is too much for him.",not_entailment
173,"Premise: The heat and humidity of the area, combined with the abundance of natural resources, has made the area a haven for tourists.
Hypothesis: Tourists come to the area to enjoy the beauty of the area.",not_entailment
174,"Premise: The girl, who is now in her early twenties, is the daughter of the last two people to be executed in the United States.
Hypothesis: The girl is the daughter of the last two people to be executed in the United States.",entailment
175,"Premise: If the market is to remain efficient, there must be some limits on the amount of money that can be lent.
Hypothesis: The market is not efficient if there are no limits on the amount of money that can be lent.",entailment
176,"Premise: The implementation of the rule will be completed by the end of fiscal year 2002.
Hypothesis: The implementation of the rule will be completed by the end of fiscal year 2003.",not_entailment
177,"Premise: In addition to providing a reliable guide to what America is thinking, the news quiz data base can also be used to assess the accuracy of the information the public receives from the media.
Hypothesis: The news quiz data base covers only politics.",not_entailment
178,"Premise: In the end, he felt that he had been forced to admit that he had been wrong.
Hypothesis: He is admitting that he was wrong.",not_entailment
179,"Premise: In his most recent book, a historian of science, Stephen Jay Gould, takes a long look at the history of science and the ways in which science has evolved.
Hypothesis: Gould's book is a history of science.",entailment
180,"Premise: The well-known city of Toulouse, which is the capital of the Midi-Pyrénées region, is a major tourist attraction.
Hypothesis: The city was abandoned.",not_entailment
181,"Premise: According to some critics, the President's proposed budget is fiscally irresponsible.
Hypothesis: The President's proposed budget is fiscally irresponsible because it's an act of terrorism.",not_entailment
182,"Premise: The three main trading routes in the Middle Ages were the Via Francigena, the Via Militaris, and the Via Regia.
Hypothesis: The Via Militaris was not the main trading route in the Middle Ages.",not_entailment
183,"Premise: In this case, the design engineer should have checked the load capacity of the system and its operational limitations.
Hypothesis: The design engineer should have checked the structural integrity of the system.",entailment
184,"Premise: I would not be surprised if the top priority for the Navy was to build a new carrier.
Hypothesis: The top priority for the Navy is to build a new carrier.",not_entailment
185,"Premise: I can't say that I'm unhappy.
Hypothesis: I can't say that I'm not unhappy.",not_entailment
186,"Premise: The price of admission is $10 for adults and $5 for children.
Hypothesis: Children are not allowed to attend the event.",not_entailment
187,"Premise: However, the commission's draft report has recommended that the agency take steps to better inform the public about the threat of global warming.
Hypothesis: The commission wants to make the public aware of the threat of global warming.",entailment
188,"Premise: She worked for years to develop a revolutionary plan to attack the bank.
Hypothesis: The plan was a complete failure.",not_entailment
189,"Premise: It is not clear that the additional investment in health care is warranted.
Hypothesis: It is not clear that the additional investment is warranted.",entailment
190,"Premise: The results of the surveys showed that the majority of the participants had never heard of the report, and that most of those who had heard of it had not read it.
Hypothesis: The report is not well known.",entailment
191,"Premise: A news report said that U.S. Defense Secretary William Cohen said that North Korea is not a strategic threat to the United States.
Hypothesis: William Cohen is the U.S. Defense Secretary.",entailment
192,"Premise: The policy, which was created in the 1970s, has come under attack in recent years for being too restrictive.
Hypothesis: Some think the policy is too restrictive.",entailment
193,"Premise: The child was now convinced that he was the child of the gods, that he was a demigod.
Hypothesis: The child was convinced that he was a demigod because he was a child of the gods.",entailment
194,"Premise: We can't all be artists, but we can all be creative.
Hypothesis: We can all be creative, but not all are artists.",entailment
195,"Premise: As of 1990s, the US is no longer the sole superpower.
Hypothesis: The US is still the sole superpower.",not_entailment
196,"Premise: I am sure that the government will have a role in the delivery of the social services.
Hypothesis: The government will have a role in the delivery of the social services.",not_entailment
197,"Premise: It is difficult to see how this will help you in your chosen career.
Hypothesis: It will help you in your chosen career.",not_entailment
198,"Premise: At the end of the day, the court will have to decide whether the contract is enforceable.
Hypothesis: The contract is not enforceable.",not_entailment
199,"Premise: The three-year plan calls for eliminating this waste.
Hypothesis: This waste will be eliminated.",not_entailment
200,"Premise: You're not going to make me stay here all night, are you?
Hypothesis: You don't want me to stay here all night, do you?",not_entailment
201,"Premise: The result of the study was that more of the women in the study were more satisfied with their work.
Hypothesis: The result of the study was that more of the women in the study were more satisfied with their jobs.",entailment
202,"Premise: The team's chances of winning the game depend on the number of fouls the other team commits.
Hypothesis: The team's chances of winning the game depend on the number of fouls the team commits.",not_entailment
203,"Premise: In response, Dunn described a 15-minute ED-based intervention funded to change six behaviors among not wearing bike helmets, failing to use seat belts, carrying a weapon, binge drinking, riding with a drinking driver, and drinking and driving.
Hypothesis: Issues included bad and unsafe behavior of different kinds.",entailment
204,"Premise: A ""false dichotomy"" is a false choice between two options that are actually equivalent.
Hypothesis: Some choices are false.",entailment
205,"Premise: Our current estimate of the total cost of FGD retrofits is $4.7 billion.
Hypothesis: There is a cost estimate for retrofits.",not_entailment
206,"Premise: When the river was low, the mud flats and marshlands of the Mississippi Delta were a vital source of food for the Native Americans.
Hypothesis: The Native Americans had to rely on the river for food.",not_entailment
207,"Premise: The American Revolution was fought to end the rule of the British Empire.
Hypothesis: The American Revolution was fought to end the rule of the British Crown.",entailment
