id,example,Label
14,Accounting problem at SunTrust could delay Sarbanes-Oxley filing An accounting problem with SunTrust Banks' loan loss reserves could prevent the bank from completing its Sarbanes-Oxley Act reporting requirements by a Dec. 31 deadline.,Sci/Tech
15,"FCC Eases Phone Network Leasing Rules  WASHINGTON (Reuters) - New rules easing requirements that  the big four U.S. local telephone carriers lease their networks  to competitors at government-set rates, were narrowly approved  by U.S. communications regulators on Wednesday.",Sci/Tech
16,"Greece is winner at these Olympics ATHENS, Greece -- Capping its sports-hosting triumph, Greece ended the XXVIII Olympiad with a festive splash of ethnic folklore, music and dancing.",Sports
17,"Cassini Spacecraft Sees Saturn Lightning (AP) AP - The Cassini spacecraft's mission to Saturn has revealed a new radiation belt around the ringed planet and found that lightning in its atmosphere is occurring in different patterns than it did when NASA's Voyagers flew by in the early 1980s, scientists said.",Sci/Tech
18,"Air India trial ends after 19 months, judge to decide verdict March 16, 2005 (Canadian Press) Canadian Press - VANCOUVER (CP) - The Air India bombing trial concluded Friday, leaving only a judge to decide the verdict of two men accused of plotting Canada's worst mass murder and one of the world's worst acts of terrorism.",World
19,"EDS offers early retirement to 9,200 workers PLANO, Texas - Electronic Data Systems Corp. said Tuesday it would offer early retirement incentives to 9,200 US workers, or 17.4 percent of its domestic work force, and expects to take a \$150 million charge in the fourth quarter to cover the costs.",Business
20,Microsoft announces Istanbul LCS client Microsoft Corp. is developing a new front-end application for its upcoming Live Communications Server (LCS) 2005 instant messaging server that links LCS 2005 with end-users' telephones.,Sci/Tech
21,"Notre Dame Will Not Retain Willingham  SOUTH BEND, Ind. (Sports Network) - The University of Notre  Dame announced Tuesday that Tyrone Willingham will not be  retained as the head football coach for 2005. The school has  scheduled a news conference for 4 p.m. EST.",Sports
22,China seals off villages in central region after ethnic rioting &lt;b&gt;...&lt;/b&gt; Villages were cordoned off and thousands of police kept watch along roads in central China on Tuesday following riots between majority Han Chinese and a Muslim minority that killed seven people and injured 42.,World
23,Hartford tackles image as nation #39;s seventh-most dangerous city Hartford officials are pointing to steadily decreasing crime statistics and an overhauled police department in an attempt to discredit a national survey ranking Hartford the country #39;s seventh-dangerous city.,Business
24,"Marks and Spencer unveils major management shake up (AFP) AFP - British retailer Marks and Spencer announced a major management shake-up as part of efforts to revive its fortunes, saying trading has become tougher ahead of the crucial Christmas period.",Business
25,"Iranian judo scandal Iran #39;s Judo champion, a favourite at the Athens Games, has disqualified himself rather than face an Israeli opponent, apparently on the instruction of Iran #39;s Olympic Committee. So far the International Olympic Committee has been silent. What #39;s your view? ...",Sports
26,"SunTrust shakes up management SunTrust Banks, the seventh-largest US bank, yesterday overhauled its management weeks after it restated earnings and fired three executives because of accounting errors.",Business
27,"Top 100 Retailers Rankings Today #39;s successful retailers are constantly reinventing themselves to differentiate their stores from competitors, especially Wal-Mart, according to the 2004 Top 100 Retailers ranking sponsored by Triversity, released in STORES magazine, the official ",Business
28,"Yukos Files in US for Bankruptcy Under Chapter 11 (Update1) OAO Yukos Oil Co., Russia #39;s second- largest oil producer, said it filed for Chapter 11 bankruptcy protection in the US and asked for an emergency court hearing to stop the sale of its main unit in four days.",Business
29,Packers trade McKenzie to Saints Mike McKenzie got his wish today when the Green Bay Packers traded the disgruntled cornerback and a future conditional draft pick to the New Orleans Saints for quarterback JT O #39;Sullivan and a second-round pick in next year #39;s draft.,Sports
30,"Nepal braced for rebel 'blockade' Nepalese forces are on alert ahead a deadline set by rebels, who have threatened to blockade the capital.",World
31,"Ebay Explodes to Twice Its Size Executives at eBay apologized to frustrated customers who were frozen out of the online auction #39;s payment transaction service, which experienced at least five days of intermittent failures earlier this month.",Sci/Tech
32,"Munich set to approve Linux More than a year after the German city of Munich declared its landmark intention to abandon Microsoft Windows in favor of upstart rival Linux, its councilors are finally ready to go ahead with the plan.",Sci/Tech
33,"Voracious growth puts China in a power crunch It #39;s not even 5 pm on a workday and the corridor outside Li Chengwen #39;s office is dark. The air is moist and warm. By Eugene Hoshiko, AP.",World
34,Rain in Boston Postpones BoSox-Yanks Game BOSTON - Steady rain Friday night forced major league baseball to postpone Game 3 of the AL championship series between the Boston Red Sox and New York Yankees. The steady rain began about two hours before the scheduled 8:19 p.m...,World
35,"Federer plays Agassi #39;s game and still comes out on top com. Roger Federer: Forget any visions you have of Roger Federer being a lumbering, big server whose best surface will always be grass.",Sports
36,"Stocks Seen Higher; Oil Steady at \$50 Bbl  NEW YORK (Reuters) - U.S. stocks looked to open higher on  Tuesday, with beaten down shares tempting investors and oil  producer stocks bolstered by crude oil prices breaking through  the \$50 a barrel mark.",Business
37,Spammer Receives 9 Year Prison Sentence One of the top 10 spammers in the US has been sentenced to nine years in prison for illegal spam activities under Virginia #39;s anti-spam law.,Sci/Tech
38,"Dollar Claws Back from Losses  TOKYO (Reuters) - The dollar edged up on Wednesday,  recovering some of the losses it made after the Fed raised U.S.  interest rates as expected but did little to change the  market's view that its monetary tightening cycle will continue.",Business
39,"US, Russia secretly remove uranium from Uzbekistan (AFP) AFP - The United States and Russia carried out a secret operation last week to remove weapons-grade uranium from the former Soviet republic of Uzbekistan, whose government is facing growing Islamist unrest, the Energy Department announced.",World
40,Rwanda May Still Send Troops Into Congo (AP) AP - Rwanda's President Paul Kagame said Saturday he has not ruled out sending troops to eastern Congo if Hutu rebels continue to threaten his country.,World
41,AutoSketch Makes 2D Drawings Easier The AutoSketch 9 program supports powerful tools for drafting and other precise drawing.,Sci/Tech
42,Ballmer sees squeeze on Longhorn deadline Microsoft's CEO lends some insight into the 2006 release date of the slow-moving next version of Windows.,Sci/Tech
43,"Weather's Fine at Dress Barn Dress Barn turns in good, not great, results and still blames the weather.",Business
44,"Novell posts 3rd-quarter profit, revenue rises Novell Thursday posted a quarterly profit as revenue rose, but the company warned that spending on information technology by companies remained weak.",Sci/Tech
45,"GAME OFF' URGED (SiliconValley.com) SiliconValley.com - An assortment of politicians, religious leaders and social advocacy groups lashed out Tuesday at the video-game industry and retailers, saying they make violent and racy games too accessible to children.",Sci/Tech
46,Russia #39;s new czar? Russian President Vladimir Putin barely left time for the funerals before cynically exploiting the deaths of more than 300 children and adults.,World
47,Microsoft enters consumer Web logging market Company launches free test version of service that fosters popular Internet activity.,Sci/Tech
48,"Short Film Shows Virus Going in for the Kill By RICK CALLAHAN    INDIANAPOLIS (AP) -- Using a creature as hideous as any big-screen sci-fi monster, scientists have produced a one-minute horror movie starring a menacing, spidery virus swooping in on a hapless blob of bacteria.    While the shape-changing virus is clearly the villain, the bacterium is E...",Sci/Tech
49,"Mobile-game market to boom, study says The US mobile-game industry will leap to annual revenue of \$1.8 billion by 2009, according to a new study from market research company In-Stat/MDR.",Sci/Tech
50,"Woman #39;s loss of dreams helps brain researchers make gains Swiss doctors may not yet know what makes us dream, but they #39;re closer to understanding where they unfold in the brain by studying an elderly patient who lost her ability to dream following a stroke.",Sci/Tech
51,"Annan gets ovation at UN despite US attack The whiff of scandal has been swirling around the UN for months. But now Kofi Annan himself, the man handpicked by the Americans to lead the organisation seven years ago, is on the ropes.",World
52,Archos unveils 20GB iPod Mini-sized player French media player maker Archos has launched what may the world #39;s smallest 20GB hard drive-based music player. The Gmini XS200 measures just 7.6 x 5.9 x 1.9cm and weighs 120g.,Sci/Tech
53,"Eight US marines killed in western Iraq Fierce fighting in Fallujah forces US marines to call in both tanks, fighter jets for back up. By Pierre Celerier - FALLUJAH, Iraq.",World
54,US airline launches first commerical flight to Vietnam since war America #39;s United Airlines has launched the first daily flight service to Vietnam from the United States since 1975. The flight represents the first such service by an American air carrier since the end of ,Business
55,"Kodak cuts 600 jobs and shuts two plants as digital toll rises Eastman Kodak, the world #39;s largest photographic company, announced it was cutting 600 jobs in the UK and 270 in France yesterday, as it pressed on with its strategic refocus, brought on by the ",Business
56,"Letter reveals reason behind the Ambani feud NEW DELHI: The real reasons behind the discord between the two Ambani brothers are slowly coming to light. At the core is the agenda of a Reliance Industries board meeting that took place on July 27, 04, and ",Business
57,"GANNON SUFFERS BREAK After having his 2003 season shortened by a shoulder injury, Raiders quarterback Rich Gannon will miss at least six weeks with a broken vertebra in his neck.",Sports
58,"Nokia Shrinks 'Brick' Handset to Tap New Markets  AMSTERDAM (Reuters) - Nokia, the world's biggest handset  maker, unveiled on Wednesday a miniature version of its  equivalent of the Swiss Army knife it hopes will lure women and  less-techie business people.",Sci/Tech
59,"Patriots Rebound By Being Ram Tough ST. LOUIS -- How do you beat the Greatest Show On Turf with two rookie cornerbacks, one of whom just arrived from the practice squad?",Sports
60,"Swimming: Fifth Gold, Seventh Medal for Phelps  ATHENS (Reuters) - Michael Phelps won his fifth gold medal  at the Athens Olympics Friday to claim a place alongside Mark  Spitz as one of the greatest swimmers in Olympic history.",Sports
61,"Powell Not Interested in Political Office (AP) AP - As he prepares to end his tenure as secretary of state, Colin Powell is ruling out a run for political office.",World
62,"Update 5: Euro Reaches New High Against US Dollar The US dollar fell to another new low against the euro Friday, pushing the European currency higher than \$1.34 after US employment data came in weaker than expected.",World
63,"Dollar Rebounds; Tone Cautious on U.S. Jobs  NEW YORK (Reuters) - The dollar rebounded on Monday after  last week's heavy selloff, but analysts were uncertain if the  rally would hold after fresh economic data suggested the  December U.S. jobs report due Friday might not live up to  expectations.",Business
64,"Champion boxer stabbed to death Former super flyweight boxing champion Robert Quiroga has been stabbed to death in San Antonio, Texas.",World
65,Trump Hotels Begins Recapitalization Trump Hotels  amp; Casino Resorts on Monday said it has begun to recapitalize after a bankruptcy filing Sunday night that would allow the company to restructure debt and overhaul aging casinos.,Business
66,"Another victory for Miller World Cup leader Bode Miller won the slalom yesterday at Sestriere, Italy, to join Marc Girardelli as the only men to win races in all four disciplines in a season. Miller, of Franconia, N.H., won for the sixth time in 10 World Cup races by finishing two runs down the 2006 Olympic course in a combined 1 minute 39.03 seconds. ...",Sports
67,"Dream Team Stunned by Puerto Rico 92-73 ATHENS, Greece - In an upset that was as historic as it was inevitable, the U.S. men's basketball team lost for only the third time ever in the Olympics on Sunday, 92-73 to Puerto Rico...",World
68,"Woods, Mickelson Inspire U.S. Ryder Cup Comeback  By Mark Lamport-Stokes  BLOOMFIELD HILLS, Michigan (Reuters) - Tiger Woods and Phil  Mickelson inspired a United States comeback in the Ryder Cup  foursomes Friday, quickly moving three up on Europeans Darren  Clarke and Lee Westwood.",Sports
69,"Looking into the mirror It #39;s difficult to know where to start this week, but it might be nice to actually begin by talking about football. Ronaldinho: A symbol of the shift of power in Spanish football?",Sports
70,Jones sues her accuser Marion Jones has filed a 12million lawsuit for defamation against the man who alleged he supplied her with performance-enhancing drugs.,Sports
71,"Proctor  amp; Gamble, National Semiconductor move market higher By George Chamberlin , Daily Transcript Financial Correspondent. Stocks moved higher late in the session on Thursday after Procter  amp; Gamble (NYSE: PG) released a positive forecast for sales and profits.",Business
72,"Ontario to require 5 ethanol in gas by 2007 CHATHAM, Ont. - A plan to make Ontario gas more ecologically friendly by containing at least five per cent ethanol won #39;t mean all pumps provincewide are serving up cleaner gas, Premier Dalton McGuinty admitted Friday.",Business
73,Treasuries Fall as Investors Take Profits (Reuters) Reuters - U.S. Treasury debt prices fell for a\second straight session on Wednesday as buyers' resistance to\higher prices spawned a wave of profit-taking.,Business
74,Astros recover from Oswalt #39;s poor start Roy Oswalt was one worry the Houston Astros hadn #39;t counted on against the St. Louis Cardinals in the NL championship series. The league #39;s only 20-game winner.,Sports
75,"Blunkett #39;s ex  #39;asks to testify #39; David Blunkett #39;s former lover has asked to put her side of the story to the inquiry into his professional conduct, a newspaper has claimed.",World
76,"Dhaka fire destroys 1,800 shops A fire at a market in the Bangladeshi capital, Dhaka,  kills one and destroys about 1,800 shops.",World
77,IOC Wants to Expel Bulgarian Official (AP) AP - The IOC recommended Friday that Bulgaria's top Olympic official be expelled from the organization for unethical conduct.,Sports
78,Unselfish Nets dominate Hawks EAST RUTHERFORD -- It #39;s no secret that Jason Kidd will see his return as a chance to present himself to interested suitors. But the Nets presented another point of view in their 109-88 rout over the Atlanta Hawks last night.,Sports
79,"VIOXX HEARINGS: GET A TASTE OF YOUR OWN MEDICINE When pharmaceutical giant Merck  amp; Co. abruptly pulled its arthritis pain medication Vioxx from the marketplace on Sept. 30, more than 2 million patients were taking the drug.",Business
80,"Intel delays first TV chip In another setback, the chipmaker says a processor for large-screen projection TVs won't come out this year.",Sci/Tech
81,"Indonesia orders security clampdown after terror warnings JAKARTA, Indonesia Indonesia has ordered a nationwide security crackdown after warnings from Australia, Britain and New Zealand that terrorists plan to attack ahead of Christmas.",World
82,Davenport Is Too Strong for Venus Williams ll the emotion Venus Williams crammed into staving off elimination against Lindsay Davenport at the United States Open last night saved the 25th edition of their rivalry from being a dud.,Sports
83,"Illini a 4-star hoops power CHAMPAIGN -- ESPN #39;s Jay Bilas said Deron Williams, the Big Ten #39;s Preseason Player of the Year, wouldn #39;t rank in the top 10 in the ACC.",Sports
84,Stops and starts in the fast lane Michael Jennings was a track star at Florida State who also wanted to play football but wasn't confident enough to forgo a track scholarship and try the sport as a walk-on for  quot;a team that good. quot;,Sports
85,"PeopleSoft Directors Reject Oracle's Offer (washingtonpost.com) washingtonpost.com - The board of PeopleSoft Inc. yesterday rejected Oracle Corp.'s  #36;24-a-share hostile takeover bid as too cheap, but said it was open to a deal at a higher price.",Sci/Tech
86,Bank of America to add 300 jobs Bank of America Corp. said yesterday it will bring 300 more jobs to Boston as part of its wealth management unit.,Business
87,Time running out for Iraq hostages The threat of execution hung over a Briton and two American hostages as their Islamic militant captors #39; 48-hour deadline for the US-led coalition to free all Iraqi female detainees was due to expire on Monday.,World
88,Israel wins first Olympic gold Israeli windsurfer Gal Fridman makes sporting history by winning his country's first gold medal in the men's Mistral.,World
89,"Studies: Captive Elephant Breeding Hard (AP) AP - Elephants in zoos are living as long as those in the wild, but their population in captivity is dwindling because it is so difficult to breed them, according to studies released Friday.",Sci/Tech
90,"Army aid as China floods kill 100 BEIJING, China -- Torrential floods in southwest China have killed as many as 100 people prompting officials to call in the military to help rescue scores of people and locate dozens of missing.",World
91,"AL Wrap: Silva Stifles White Sox as Twins Win Again  NEW YORK (Reuters) - Carlos Silva tossed a one-hitter  before leaving the game with a bruised ankle as the Minnesota  Twins won their eighth straight game, downing the Chicago White  Sox 6-1 on Wednesday.",Sports
92,"Senate's Cellular Stand (The Motley Fool) The Motley Fool - It's been four months to the day since I last wrote on the subject of the cell phone industry's plan to publish your unlisted cell phone number for all the world to see -- and charge you for the privilege. Fortunately, the U.S. Senate has not been sitting on its hands all this while. Yesterday, the U.S. Senate Commerce Committee approved a bill on the proposed ""E411"" cell phone directory, sending it on to the full Senate for a floor vote.",Sci/Tech
93,"Santa Clara Shocks 4th-Ranked North Carolina OAKLAND, Calif. (Sports Network) - Travis Niesen scored a career-high 26 points, Kyle Bailey added 20 and Santa Clara shocked No. 4 North Carolina with a 77-66 victory in a Pete Newell Challenge game at The Arena.",Sports
94,"Kerry Debate Shows Fickleness of Memories (AP) AP - Past presidential candidates and their critics have been known to shade the truth for political purposes. But to memory researchers, it doesn't take intentional falsifying to understand the discrepancies in the retelling of Sen. John Kerry's war experiences.",Sci/Tech
95,"Inland, Too, Are the Sights and Scents of a Disaster Away from the ocean, in the Florida Panhandle's interior, the imprint of Hurricane Ivan not only was visible on Friday but also hung pungently in the air.",Sci/Tech
96,"N.H.L. Owner Is Criticized for Talking of Replacement Players The day before the regular season was supposed to open, the N.H.L. rebuked a team official for his comments about the league's strategy in its labor lockout.",Sports
97,OSS torpedoed: Royal Navy will run on Windows for Warships Combat management contractor opts for Win2k as base OS,Sci/Tech
98,Sales provides knockout punch for Sun Six-time WNBA all-star Nykesha Sales and the Connecticut Sun are heading to the WNBA championship finals after beating the New York Liberty last Friday and last Saturday in the best two out of three games for the WNBA Eastern Conference Championship.,Sports
99,"United Says Pensions' Termination Likely Cash-strapped UAL Corp., parent of United Airlines, continues efforts to further cut costs and emerge from bankruptcy.",Business
100,"16 die in fresh Nepal clashes Sixteen Maoist rebels were killed in clashes with Nepalese security forces Thursday in the western district of Dailekh, Royal Nepal Army spokesman Deepak Gurung has told CNN.",World
101,A Dollar for 85 Cents Closed-end mutual funds offer more bang for your investing buck as long as they are trading at a discount.,Business
102,"DALE McFEATTERS: France #39;s mini-Iraq (SH) - French troops are enforcing an uneasy calm in Ivory Coast, where suddenly much of the population turned against them, treating them as hated occupiers instead of welcome peacekeepers.",World
103,"New clashes erupt in west Nepal At least 10 Nepalese troops are killed in  clashes with rebels who lost 16 of their men, the army says.",World
104,"Man Fined  #36;300K for Leaking 'Screeners' (AP) AP - A federal judge has imposed the maximum fine of  #36;300,000 against a former member of the Academy of Motion Picture Arts and Sciences who allegedly leaked ""screener"" copies of movies that were distributed on the Internet.",Sci/Tech
105,Retail sales show festive fervour UK retail sales are better than expected in November as Christmas shoppers flock  to the High Street.,Business
106,EU says defections will not affect Microsoft lawsuit LUXEMBOURG: A European Union judge assessed on Thursday how the desertion of the EUs biggest allies in its anti-trust case against Microsoft will affect proceedings in the five-year legal battle.,Business
107,"Retailers Offer Solid Holiday Outlook (AP) AP - The outlook for the holiday season grew more positive Tuesday after major retailers, including Wal-Mart Stores Inc. and J.C. Penney Co. Inc., offered bullish comments about consumer spending as they reported solid earnings increases for the third quarter.",Business
108,Irish coach not thrilled with defense in victory Notre Dame had one of its best offensive games of the past two seasons. Coach Muffet McGraw still wasn #39;t completely happy. She was pleased to see six players score in double figures for the 10th-ranked Irish ,Sports
109,"UPDATE 1-US mortgage applications fall last week-MBA New applications for US home loans dropped more than 9 percent last week even as average 30-year mortgage rates also eased from the previous week, an industry group said on Wednesday.",Business
110,"Congressman to Push for Tougher Pension Rules The legislation would require companies to keep their pension plans fully funded, encourages them to put in more money, even in boom times, and removes the legal uncertainty surrounding cash balance plans.",Business
111,"Talks to End Fighting in Baghdad Stall BAGHDAD, Iraq - Talks to end fighting between U.S. forces and Shiite militants in the Baghdad slum of Sadr City have stalled, with the government refusing militant demands for American troops to keep out of the troubled district, negotiators for the militants said Wednesday...",World
112,"Spitzer sues insurance broker California insurance broker Universal Life Resources was sued by New York Attorney General Eliot Spitzer for taking kickbacks from MetLife, Prudential and UnumProvident.",Business
113,"Sharapova to face tough challenge from in-form Hantuchova DANIELA HANTUCHOVA, of Slovakia, defeated Vera Douchevina, the Russian wild card, 6-1, 6-4 yesterday in the opening round of the Swisscom Challenge in Zurich.",Sports
114,Sharapova fights off battling Hantuchova Wimbledon champion Maria Sharapova had to fight off a strong challenge from Daniela Hantuchova before reaching the quarter-finals of the \$1.,Sports
115,"TiVo Users to Still See Many Ads  NEW YORK (Reuters) - TiVo Inc.&lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=TIVO.O qtype=sym infotype=info qcat=news""&gt;TIVO.O&lt;/A&gt;, maker of digital  television video recorders, will next year add ways for viewers  to see advertising and corporate logos even as they try to skip  commercials, the company said on Wednesday.",Sci/Tech
116,"Manchester City vs. Tottenham Nicolas Anelka is fit for Manchester City #39;s Premiership encounter against Tottenham at Eastlands, but the 13million striker will have to be content with a place on the bench.",Sports
117,Straw to urge Sudan to end Darfur crisis and reach settlement with &lt;b&gt;...&lt;/b&gt; Britain #39;s Foreign Secretary Jack Straw flies to Sudan on Monday to press the government to end the humanitarian crisis engulfing the western region of Darfur.,World
118,"Wakefield #39;s nightmare becomes a dream Shortly before throwing the first pitch in Saturday night #39;s opening game of the World Series, Boston Red Sox pitcher Tim Wakefield will pause for just a second to locate his wife ",Sports
119,"Tivo 3Q Loss Widens, Gives Outlook TiVo Inc., a maker of digital recorders for televisions, on Monday posted a wider third-quarter loss on an investment in subscription acquisition activities, but the company performed better than Wall Street expected.",Business
120,"Scientists Probe Pacific for Dead Zone (AP) AP - His hand on a toggle switch and his eyes on a computer screen, Oregon State University graduate student Anthony Kirincich uses an array of scientific instruments to probe the vibrant waters of the Pacific. He is searching for the absence of life.",Sci/Tech
121,"Pacers are at a loss All the injuries and Ron Artest's benching finally caught up with Indiana. Elton Brand had 19 points and 16 rebounds and the Los Angeles Clippers took control of the lethargic Pacers from the start in a 102-68 win last night, the worst home loss in franchise history.",Sports
122,"Online Statement Denies Vatican As Target (AP) AP - An online statement posted Sunday in the name of an al-Qaida-linked group pledged that the Vatican would be spared, but repeated threats to ""turn Rome into hell.""",World
123,"Canada reaches final at 4 Nations Cup LAKE PLACID, NY (CP) - The Canadian women #39;s hockey team advanced to the final of the Four Nations Cup with a 4-1 win over Finland on Saturday.",Sports
124,Microsoft Mimics Local Radio Fans of the Seattle music pop station Kiss 106.1 FM usually have to sit through an array of disc-jockey antics and advertising between listening to favorite artists like Avril Levigne and Ashlee Simpson.,Sci/Tech
125,"House G.O.P. Voids Rule It Adopted Shielding Leader After fierce criticism, House Republicans reversed a rule change that would have allowed a party leader to retain his position even if indicted.",World
126,"T-Mobile tries OFDM in Europe IT APPEARS THAT Germany #39;s T-Mobile has broken ranks and decided to test a complimentary IP based wireless technology,Flash-OFDM,in The Hague, the Netherlands.",Sci/Tech
127,"Kinross Gold revises Q3 to loss \$133.6M NEW YORK (CBS.MW) -- Kinross Gold Corp., (KGC) a Toronto gold and silver mining and processing company, reported that it revised third-quarter results to a loss of \$133.",Business
128,"No receipts? IRS will provide sales-tax tables President Bush has yet to sign the corporate-tax bill that includes sales-tax relief for Washington state, and there are lots of details to fill in.",Business
129,"Marriott #39;s 3rd-quarter profits surge Marriott International, the largest US hotel operator, Thursday said third-quarter profit rose 45 as room rates grew faster than occupancy for the first time in three years.",Business
130,"Canada's Barrick Gold acquires nine per cent stake in Celtic Resources (Canadian Press) Canadian Press - MOSCOW (AP) - Canada's Barrick Gold Corp. said Thursday it was acquiring a nine per cent stake in London-based Celtic Resources Holding Ltd., in a deal that potentially gives the Canadian gold giant major clout ahead of next year's auction of Russia's biggest gold deposit.",World
131,Cops release union leader Abuja - A leading Nigerian opposition figure told AFP on Saturday that he had been released by the secret police after being detained and pressured to drop his support for an impending general strike.,World
132,Lions hand Falcons first loss CBC SPORTS ONLINE - Joey Harrington threw for a touchdown and Artose Pinner ran for another as the Detroit Lions upset Atlanta 17-10 at the Georgia Dome.,Sports
133,"Product Previews (InfoWorld) InfoWorld - F5 bolsters firewall family\The latest additions to F5 Networks #8217; lineup are two new security products announced Monday that are designed for enterprise networks. FirePass 4100 is the latest version of F5 #8217;s firewall product line designed to provide secure remote access to corporate applications and data using a standard Web browser. The firewall secures Web-based remote access to corporate applications and desktops. TrafficShield 4100 is a Web application firewall designed for the application layer of networks that enforces granular security policies to protect Web applications, as well as database information from both random and targeted application security attacks. Prices for FirePass begin at  #36;24,990 for 100 concurrent users, and TrafficShield prices begin at  #36;39,990. FirePass 4100 and TrafficShield 4100 are available this week.\FirePass 4100, TrafficShield 4100, F5 Networks",Sci/Tech
134,"Mixed response to Louisiana #39;s first US soybean rust cases After decades of spreading the fungus across the globe, the wind was expected to bring soybean rust to the United States to threaten crop production and carry a hefty ",Business
135,Young banned for life after 2nd doping violation United States sprinter Jerome Young was banned for life by the US Anti-Doping Agency yesterday following his second positive test for an illegal steroid in a case that could affect a US relay team #39;s gold medal from Sydney.,Sports
136,"Bird says team  quot;fully supports Ron Artest, quot; police review tape Indiana Pacers chief executive Donnie Walsh says the team hasn #39;t decided whether it will appeal the NBA #39;s suspensions of Ron Artest and two other Indiana players following Friday night #39;s brawl in Detroit.",Sports
137,"US Still Wants Aircraft Deal with EU  quot;Our goal remains a new agreement benefitial to both sides, quot; says a senior official from Trade Representative Robert Zoellick #39;s office -- dismissing suggestions that the US action against the ",Business
138,"Rock to the rescue of Malaysia Taking a break from fiery sermons, Malaysias fundamentalist Islamic opposition group enlisted rock singers to loosen up its image.",World
139,"Latest color pictures from Cassini look like artwork NASA has released three new stunning color pictures taken by the Cassini spacecraft exploring the planet Saturn. The images show the giant planet, its golden rings and several moons.",Sci/Tech
140,"Democrats Must Do More for Hispanic Votes (AP) AP - The Democratic Party has neglected Hispanic voters for a decade and risks severe election losses unless it changes course, Hispanic lawmakers wrote party leaders Thursday.",World
141,"Clemens Helps Astros Take 1-0 Series Lead Over Braves Roger Clemens pitched seven innings and Carlos Beltran homered, had three hits and scored three runs to help the Houston Astros rout the Atlanta Braves 9-3 in the opening game of their National League Divisional Series Wednesday.",Sports
142,"At least 13 reported killed in Kashmir violence SRINAGAR, India -- As the home minister visited the Indian portion of Kashmir, suspected Islamic militants exploded a bomb and fought gun battles with government forces yesterday, killing at least 13 militants and soldiers.",World
143,"IBM to round out iSeries Power5 server family Big Blue is set to debut the eServer i5 550, an iSeries machine it created to serve midsize businesses.",Sci/Tech
144,"United Online profits up, to buy Classmates Online NEW YORK--Low-cost Internet service provider United Online on Monday reported a higher quarterly profit despite slowing subscriber growth, and said it agreed to buy Classmates Online for \$100 million in cash.",Business
145,"ADQ steals riding from Liberals in one of four provincial byelections (Canadian Press) Canadian Press - MONTREAL (CP) - The Action democratique du Quebec grabbed a much-needed seat from the governing Liberals in a provincial byelection Monday, while the Liberals and the Parti Quebecois easily retained other ridings.",World
146,"Java Patents:  quot;Software and Patents Don #39;t Belong Together quot; It #39;s not often, recently, that the editor of Groklaw.net, Pamela Jones - aka  quot;PJ quot; - has expressed much sympathy for Sun.",Sci/Tech
